+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used | Partitions State | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|             0 |           0 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
|             0 |           8 | -1,-1,-1,-1,1,-1 |                92 |                 92 | 
|             0 |           1 |  -1,-1,-1,-1,1,4 |                91 |                 90 | 
|             3 |          32 |   2,-1,-1,-1,1,4 |                59 |                 50 | 
|             8 |          20 |    2,3,-1,-1,1,4 |                39 |                 25 | 
|            13 |           8 |   2,3,-1,-1,-1,4 |                47 |                 33 | 
|            45 |          32 |  -1,3,-1,-1,-1,4 |                79 |                 73 | 
|            46 |          33 |   0,3,-1,-1,-1,4 |                46 |                 33 | 
|            52 |          20 |  0,-1,-1,-1,-1,4 |                66 |                 58 | 
|            88 |           1 | 0,-1,-1,-1,-1,-1 |                67 |                 60 | 
|           123 |          33 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
+------------------------------------------------------------------------------------------+
