+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used | Partitions State | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|             0 |           0 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
|             0 |          35 | 0,-1,-1,-1,-1,-1 |                65 |                 60 | 
|             0 |          24 |  0,3,-1,-1,-1,-1 |                41 |                 35 | 
|             5 |           6 |   0,3,-1,-1,1,-1 |                35 |                 27 | 
|            35 |          35 |  -1,3,-1,-1,1,-1 |                70 |                 67 | 
|            36 |          19 |   2,3,-1,-1,1,-1 |                51 |                 27 | 
|            74 |           6 |  2,3,-1,-1,-1,-1 |                57 |                 35 | 
|            80 |          19 | -1,3,-1,-1,-1,-1 |                76 |                 75 | 
|           125 |          24 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
+------------------------------------------------------------------------------------------+
