+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used | Partitions State | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|             0 |           0 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
|             0 |          23 | -1,0,-1,-1,-1,-1 |                77 |                 75 | 
|             0 |          15 |  -1,0,1,-1,-1,-1 |                62 |                 60 | 
|            12 |          16 |   2,0,1,-1,-1,-1 |                46 |                 20 | 
|            30 |           5 |    2,0,1,-1,6,-1 |                41 |                 12 | 
|            35 |          16 |   -1,0,1,-1,6,-1 |                57 |                 52 | 
|            36 |          35 |    5,0,1,-1,6,-1 |                22 |                 12 | 
|            43 |          23 |   5,-1,1,-1,6,-1 |                45 |                 37 | 
|            44 |          22 |    5,4,1,-1,6,-1 |                23 |                 12 | 
|            52 |           5 |   5,4,1,-1,-1,-1 |                28 |                 20 | 
|            98 |          15 |  5,4,-1,-1,-1,-1 |                43 |                 35 | 
|           107 |          35 | -1,4,-1,-1,-1,-1 |                78 |                 75 | 
|           108 |          40 |  3,4,-1,-1,-1,-1 |                38 |                 35 | 
|           137 |          40 | -1,4,-1,-1,-1,-1 |                78 |                 75 | 
|           157 |          22 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
+------------------------------------------------------------------------------------------+
