+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used | Partitions State | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|             0 |           0 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
|             0 |          14 | -1,-1,5,-1,-1,-1 |                86 |                 85 | 
|             1 |          33 |  0,-1,5,-1,-1,-1 |                53 |                 45 | 
|            15 |          25 |   0,3,5,-1,-1,-1 |                28 |                 20 | 
|            29 |           5 |    0,3,5,-1,2,-1 |                23 |                 12 | 
|            36 |           5 |     0,3,5,7,2,-1 |                18 |                  2 | 
|            74 |          33 |    -1,3,5,7,2,-1 |                51 |                 42 | 
|            75 |          37 |     1,3,5,7,2,-1 |                14 |                  2 | 
|            94 |          14 |    1,3,-1,7,2,-1 |                28 |                 17 | 
|            95 |          15 |     1,3,4,7,2,-1 |                13 |                  2 | 
|           121 |          25 |    1,-1,4,7,2,-1 |                38 |                 27 | 
|           122 |          10 |     1,6,4,7,2,-1 |                28 |                  2 | 
|           122 |          15 |    1,6,-1,7,2,-1 |                43 |                 17 | 
|           132 |           5 |   1,6,-1,7,-1,-1 |                48 |                 25 | 
|           176 |          10 |  1,-1,-1,7,-1,-1 |                58 |                 50 | 
|           198 |          37 | -1,-1,-1,7,-1,-1 |                95 |                 90 | 
|           220 |           5 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
+------------------------------------------------------------------------------------------+
