+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used | Partitions State | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|             0 |           0 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
|             0 |          14 | -1,-1,5,-1,-1,-1 |                86 |                 85 | 
|             1 |          33 |  0,-1,5,-1,-1,-1 |                53 |                 45 | 
|            15 |          25 |   0,3,5,-1,-1,-1 |                28 |                 20 | 
|            29 |           5 |    0,3,5,-1,2,-1 |                23 |                 12 | 
|            36 |           5 |     0,3,5,7,2,-1 |                18 |                  2 | 
|            49 |          33 |    -1,3,5,7,2,-1 |                51 |                 42 | 
|            50 |          10 |     6,3,5,7,2,-1 |                41 |                  2 | 
|            53 |          14 |    6,3,-1,7,2,-1 |                55 |                 17 | 
|            54 |          15 |     6,3,4,7,2,-1 |                40 |                  2 | 
|            67 |          15 |    6,3,-1,7,2,-1 |                55 |                 17 | 
|           113 |          25 |   6,-1,-1,7,2,-1 |                80 |                 42 | 
|           120 |           5 |  6,-1,-1,7,-1,-1 |                85 |                 50 | 
|           162 |          10 | -1,-1,-1,7,-1,-1 |                95 |                 90 | 
|           163 |          37 |  1,-1,-1,7,-1,-1 |                58 |                 50 | 
|           214 |          37 | -1,-1,-1,7,-1,-1 |                95 |                 90 | 
|           216 |           5 | -1,-1,-1,-1,-1,-1 |               100 |                100 | 
+------------------------------------------------------------------------------------------+
